,count,mean,std,min,25%,50%,75%,max
snv_R593,204.0,-0.8438460467819198,0.14836313269101878,-1.100381011815979,-0.9371731714920438,-0.895568109841467,-0.7855996161028134,-0.1642275449974609
snv_R596,204.0,-0.8411480095385805,0.14552099963710782,-1.0753074674977314,-0.9280580044861085,-0.8920429827262595,-0.7910054731771705,-0.15268095827667313
snv_R599,204.0,-0.8375614451546438,0.14393407455892274,-1.0645776074534345,-0.9256401259272419,-0.885099780812763,-0.7925046950904536,-0.13933454139457935
snv_R602,204.0,-0.8338988206066948,0.14282858559852057,-1.0503129333317776,-0.9231406284403054,-0.8871589753786209,-0.7957497775497457,-0.12427093500958877
snv_R605,204.0,-0.8326564669128111,0.14206961248838254,-1.0338109207189576,-0.9205914791656331,-0.8828591688608197,-0.7861952916086904,-0.11169749086318376
snv_R607,204.0,-0.8348629456377986,0.14103579484430245,-1.0146089456323313,-0.923791152507859,-0.8841999669830167,-0.7928985246040501,-0.10630944504036635
snv_R610,204.0,-0.8391904910215405,0.14117747525692287,-0.9926693926159189,-0.9288499441717697,-0.8836712206593507,-0.8018079513829243,-0.10175658407265514
snv_R613,204.0,-0.8451884809343916,0.14155218324955285,-0.9689746916650094,-0.9368916098218507,-0.8819175615787076,-0.8154804273080056,-0.10114953533782443
snv_R616,204.0,-0.85145269212419,0.14340843579426785,-0.9760022249635283,-0.9446524866638002,-0.8896553143662422,-0.8288132587396614,-0.09676825215440606
snv_R619,204.0,-0.8553665356582407,0.14605572400632166,-0.9822062255593467,-0.955027446118139,-0.8902845593536524,-0.8345669517648177,-0.08647552475755418
snv_R622,204.0,-0.857161765814237,0.14989157911970447,-0.9877093814756845,-0.9611989894953324,-0.8892249406899838,-0.8294893713891937,-0.06592640620910517
