# SHAP top-20
method,rank,feature,score
shap,1,GNDVI_std,0.3855550915286708
shap,2,NDRE_std,0.3435284080840163
shap,3,d1_all_peak_value,0.2862260033544465
shap,4,ARI_std,0.2499634594998661
shap,5,d1snv_R703,0.2389456375454804
shap,6,d1snv_R423,0.1979547361573712
shap,7,snv_R640,0.1852696147165956
shap,8,snv_R616,0.1719922990923656
shap,9,R800_std,0.1674152164413215
shap,10,R410_std,0.1640796716769317
shap,11,snv_R951,0.1553681789762385
shap,12,d1snv_R673,0.1477247053734797
shap,13,R670_R460_p75,0.1474753898522638
shap,14,snv_R631,0.1468457355542607
shap,15,snv_R730,0.1410334316999033
shap,16,R800_R460_std,0.1388333659187376
shap,17,R460_p25,0.13836236872655
shap,18,PRI_std,0.1380980707969407
shap,19,CRI_p25,0.1373424906835817
shap,20,snv_R691,0.1370560361579444

# RFE comparison (baseline vs selected)
method,model,n_features_full,macro_f1_full,n_features_rfe,macro_f1_rfe,delta_f1
rfe,lightgbm,520,0.7457291647291647,170,0.7679729934668016,0.0222438287376368
rfe,random_forest,520,0.7126889764028983,170,0.7115642554020163,-0.001124721000882
