gen,max_r2,avg_r2,min_r2,std_r2,avg_n_features,std_n_features
79,0.6128373358420578,0.6107268581784813,0.5931526260169542,0.0019940393943560673,189.84666666666666,2.3316279482131983
80,0.6134622474148554,0.6112928772667294,0.5854975306770541,0.0025346109370823046,189.59333333333333,2.6358974857826993
81,0.6137229840627022,0.6119299886929132,0.6024404555938722,0.0017290041339623383,188.73333333333332,2.6246692913372702
82,0.614704455791349,0.6123007414052614,0.5972362861946104,0.002162401331537168,188.48666666666668,2.4158826314390542
83,0.614704455791349,0.6124521916820094,0.5722854940334648,0.004695261923304704,188.19333333333333,2.371206912570521
84,0.6155873867766148,0.6135453008615892,0.6081945915691467,0.0010681449506597957,187.56,2.606351217059333
85,0.6163248201519725,0.6132431668994077,0.5790153351531382,0.004514444121903069,187.29333333333332,2.9451579848211122
86,0.6168050806164579,0.6147687093505151,0.6069646550215457,0.0011649637147781397,187.02666666666667,2.847095986361464
87,0.6175146758954937,0.6147564008771196,0.5880996698591108,0.003190293050785092,186.76,2.68
88,0.6183620084684234,0.6155453925377972,0.5727971204613447,0.004008420029301561,186.56,2.5152335875619984
89,0.6196868124408835,0.6160179525384225,0.58126602723658,0.003992576178255533,186.26666666666668,2.2261077142752
90,0.6196868124408835,0.6173105692002161,0.5961013081618264,0.002383623324100179,185.56666666666666,1.9473628891971375
91,0.6204806482325899,0.6175442584451657,0.5920312820341508,0.00330476587993057,185.1,2.232338086700429
92,0.6215320688351833,0.6181991138461843,0.5912748397454702,0.003185092133457542,184.10666666666665,2.248396959811343
93,0.6221016823486029,0.6188401007372909,0.6001700207706671,0.003071213598449316,183.18,2.318246463745101
94,0.6224897869393639,0.6196792177087719,0.6049352132433926,0.002161827377933983,182.5,2.0615528128088303
95,0.6242070007214856,0.6206282069522039,0.6018339571891944,0.002343683602360303,181.55333333333334,2.2406447484795287
96,0.6248243905054267,0.6209849380991953,0.5966605929580648,0.003516508718427627,180.76,2.3627103080995773
97,0.624958760271436,0.6223015792633796,0.6170418381617632,0.0011293253083158937,179.5,2.0387904911164036
98,0.6254904775478732,0.622768076204345,0.6016937251406129,0.0025554773804895214,178.50666666666666,2.156375559951363
99,0.6257081453860461,0.6235201113797982,0.6008675954870925,0.0029964268310867124,177.78,2.1412457433310483
100,0.6257901370715617,0.6242195387376234,0.5957405236191086,0.0031969943880640365,176.86,2.126123232552619
101,0.626334047445003,0.6249273893386615,0.6135493392972959,0.0013411678692941689,176.05333333333334,2.0323604229783876
102,0.6272954954461473,0.6248934101088179,0.5994224322631898,0.00296553447682726,175.40666666666667,1.9565161781992901
103,0.627432519717777,0.625060115975191,0.5764590114615411,0.004430885863328894,174.54666666666665,1.8169082408188797
104,0.6287605661546914,0.6252109233089376,0.5974819224786154,0.004379672864288811,174.02,1.8419916756959933
105,0.6290318326731792,0.6258382379187352,0.6033901846270654,0.00353935188601255,173.23333333333332,1.589199658808029
106,0.6305913448382896,0.626437428338869,0.6098703350441024,0.002763098147800551,172.64666666666668,1.5540770751656934
107,0.6307518619278903,0.6273022574223414,0.6178703913055033,0.0016838244384321393,172.18,1.6616056491638844
108,0.6315718620809967,0.6279914453069817,0.6133465393939878,0.0024373647104983095,171.7,1.8175074506954116
109,0.6318024910555491,0.6282642440371485,0.5690553058490314,0.005957748848929022,171.58,1.8484948832315804
110,0.6319902244647502,0.6290633608937669,0.5665023986121102,0.006266490205583935,171.46,2.0772738545186256
111,0.6321995367817829,0.6301935874412726,0.6106936884390308,0.0034488268565353005,170.74,1.9980990966416055
112,0.6328950163663599,0.6300258363551375,0.5973187068761658,0.00548651279973696,169.84666666666666,1.958695711152932
113,0.6329398673174508,0.6310322686132204,0.589184131661551,0.0043738235556489554,169.22666666666666,1.7441202812752208
114,0.6334007817238649,0.6316348052632176,0.6116128157005475,0.0026366060634653034,169.23333333333332,1.87053171287976
115,0.6334007817238649,0.6319498513547802,0.5888145104173562,0.0037291519929662314,169.32,2.1581473536345936
116,0.633610166836829,0.6323024279953455,0.6160597328071116,0.0019876571100730118,169.24666666666667,2.003119788951447
117,0.6344346906472775,0.6321904126436176,0.608687578900836,0.0034715462895804007,168.89333333333335,1.669916830929679
