feature_index,feature,vip
340,d1snv_R490,0.8863385311143152
338,d1snv_R484,0.8822079876409734
327,d1snv_R452,0.8797569456810187
341,d1snv_R493,0.8771005421351227
300,snv_R982,0.8747369312845534
333,d1snv_R470,0.8725862267269994
337,d1snv_R481,0.8714279483382716
7,R460_p75,0.8705105871890032
326,d1snv_R449,0.8691886234861369
515,d1_red_peak_value,0.8671366348249312
171,snv_R593,0.8651616794404421
342,d1snv_R496,0.8598885108356377
336,d1snv_R478,0.8590162607348268
325,d1snv_R446,0.8580004241979903
365,d1snv_R563,0.8563853908539976
334,d1snv_R473,0.8541083743207599
301,snv_R985,0.8539296025898055
335,d1snv_R476,0.8500536425494499
324,d1snv_R444,0.8452081100390175
97,BES_std,0.8434277963183623
57,GNDVI_std,0.8433748743941987
85,SIPI_std,0.8428603021401322
376,d1snv_R596,0.8414419440606465
323,d1snv_R441,0.8379827306095508
303,snv_R991,0.8373083397461517
375,d1snv_R593,0.834269018916476
322,d1snv_R438,0.8341084289239781
343,d1snv_R499,0.8340201812201349
84,SIPI_mean,0.833291242046789
377,d1snv_R599,0.8322918800655356
321,d1snv_R435,0.8319414948861463
53,NDVI_std,0.8313568169821696
227,snv_R760,0.8292251852032475
33,logR460_R410_std,0.8287489120934689
320,d1snv_R432,0.8280926241510841
194,snv_R661,0.8220920503345202
313,d1snv_R412,0.8208408715405401
319,d1snv_R429,0.8188894897723168
302,snv_R988,0.8176678175395173
512,cont_BandI_depth,0.8157645421385736
374,d1snv_R590,0.8128904994081454
170,snv_R590,0.8102484087247799
40,R800_R460_mean,0.809926277372699
378,d1snv_R602,0.8081535355677394
413,d1snv_R706,0.805624173259015
366,d1snv_R566,0.8051489072838203
45,FRI_x_NDRE_std,0.80436878766375
318,d1snv_R426,0.8017439616051114
87,SIPI_p75,0.8000221918203588
344,d1snv_R502,0.7998055947398748
43,R800_R460_p75,0.7981729850294454
42,R800_R460_p25,0.7948909015352144
307,snv_R1004,0.792497731863636
28,NBI_mean,0.792130369095989
35,logR460_R410_p75,0.7866862963726826
434,d1snv_R769,0.7865031167913343
65,RVSI_std,0.7864898038649353
402,d1snv_R673,0.7857652359877554
2,R410_p25,0.7855719090017623
22,FRI_p25,0.783174355396349
373,d1snv_R587,0.7831227377280546
202,snv_R685,0.7828776414103409
34,logR460_R410_p25,0.7815377763270419
32,logR460_R410_mean,0.7813087349090843
99,BES_p75,0.7806284566590753
391,d1snv_R640,0.7795266180459435
516,d1_blue_peak_wl,0.7778028244904415
20,FRI_mean,0.7763721579060413
226,snv_R757,0.7761162936909872
379,d1snv_R605,0.7746227006879134
306,snv_R1000,0.7742523395477279
367,d1snv_R569,0.7717900940782875
44,FRI_x_NDRE_mean,0.7703589019804816
317,d1snv_R423,0.7685428437158158
221,snv_R742,0.7652896783666744
86,SIPI_p25,0.7624302073115607
46,FRI_x_NDRE_p25,0.760678185424805
169,snv_R587,0.7594448297663865
345,d1snv_R505,0.7580342213067097
372,d1snv_R584,0.75586187267797
304,snv_R994,0.7554417042502176
368,d1snv_R572,0.7506731061152548
0,R410_mean,0.74871542705054
195,snv_R664,0.7450573725023193
305,snv_R997,0.7391330164191999
371,d1snv_R581,0.7384263784345522
359,d1snv_R546,0.7375426596610827
145,snv_R516,0.7366833234836357
369,d1snv_R575,0.7366507480733844
380,d1snv_R607,0.7360050631171361
225,snv_R754,0.735730218999615
5,R460_std,0.7356675713878575
370,d1snv_R578,0.7331737959259558
23,FRI_p75,0.7319947786472358
29,NBI_std,0.7295181668900487
518,d1_all_peak_wl,0.7169670327238472
168,snv_R584,0.7129104582814275
346,d1snv_R508,0.7119287933355534
513,cont_BandI_area,0.7112604465762203
316,d1snv_R420,0.7084783164570788
381,d1snv_R610,0.7060318882007748
96,BES_mean,0.7016860373718975
98,BES_p25,0.6991205670376957
93,REP_std,0.6990167973458884
21,FRI_std,0.697800427079112
519,d1_all_peak_value,0.6949930774095274
314,d1snv_R415,0.6936898212422904
517,d1_blue_peak_value,0.6861874431212608
382,d1snv_R613,0.6856052491974024
196,snv_R667,0.6847810795663118
19,R800_p75,0.6824783054520435
505,d1snv_R985,0.6811617483330892
224,snv_R751,0.6803519355642554
383,d1snv_R616,0.6782848564715529
201,snv_R682,0.6778354478976388
384,d1snv_R619,0.6723794367914679
167,snv_R581,0.6695090848993531
347,d1snv_R510,0.6648463144007388
476,d1snv_R896,0.6628527074611456
58,GNDVI_p25,0.6581612295986445
385,d1snv_R622,0.6494101050296843
49,logNBI_std,0.6485077832430965
197,snv_R670,0.648504906397334
17,R800_std,0.6480392001668136
315,d1snv_R418,0.6478931895610199
3,R410_p75,0.646689857705515
222,snv_R745,0.6460212382078836
358,d1snv_R543,0.6393138634922474
223,snv_R748,0.6355249683632725
200,snv_R679,0.6344861486874297
166,snv_R578,0.6317288786216645
198,snv_R673,0.6301783021673838
199,snv_R676,0.6245369773901565
25,NDRE_std,0.6234074455688671
511,d1snv_R1004,0.6233940603996923
47,FRI_x_NDRE_p75,0.622621647198975
348,d1snv_R513,0.621616394293876
390,d1snv_R637,0.6213891837346492
501,d1snv_R973,0.615042159449789
510,d1snv_R1000,0.6140677638279789
474,d1snv_R890,0.6070209796445019
467,d1snv_R869,0.6053951544162874
477,d1snv_R899,0.60448430740701
89,WBI_std,0.6007467214306403
509,d1snv_R997,0.5997249482350315
56,GNDVI_mean,0.5982588163194528
165,snv_R575,0.5965233204968229
504,d1snv_R982,0.5939640072971533
146,snv_R519,0.5867112965354704
41,R800_R460_std,0.586211642572906
349,d1snv_R516,0.5848664282139657
357,d1snv_R540,0.5842789055418627
48,logNBI_mean,0.5833157463603779
478,d1snv_R902,0.5826275965764582
386,d1snv_R625,0.5824406941390639
435,d1snv_R772,0.5816742933222364
468,d1snv_R872,0.5792684127748243
508,d1snv_R994,0.576063300105318
503,d1snv_R979,0.5752668987009317
479,d1snv_R905,0.5744658462262613
475,d1snv_R893,0.5739420776073697
50,logNBI_p25,0.57188629557665
164,snv_R572,0.5661158345092789
350,d1snv_R519,0.5573113231812881
59,GNDVI_p75,0.5562890159601449
469,d1snv_R875,0.5534287321145605
356,d1snv_R537,0.5531244235309035
473,d1snv_R887,0.5506551785642039
471,d1snv_R881,0.547861428848723
466,d1snv_R866,0.5430078571042428
163,snv_R569,0.5421034885525257
500,d1snv_R970,0.5400538132713002
351,d1snv_R522,0.5380914993183601
507,d1snv_R991,0.53632428761488
481,d1snv_R911,0.5354944875523228
355,d1snv_R534,0.5354580416444806
480,d1snv_R908,0.534555517087015
470,d1snv_R878,0.5341453171776299
472,d1snv_R884,0.5299221031633912
147,snv_R522,0.5294106448867583
352,d1snv_R525,0.5274018118485876
354,d1snv_R531,0.5265314166186577
502,d1snv_R976,0.5249818529522279
465,d1snv_R862,0.5247528826620707
162,snv_R566,0.524529860043628
353,d1snv_R528,0.5235495749985836
482,d1snv_R914,0.523481541591389
483,d1snv_R917,0.5226588722829968
161,snv_R563,0.5136148528815998
148,snv_R525,0.5104512747996214
484,d1snv_R920,0.5075372109842485
160,snv_R560,0.5070562669273145
149,snv_R528,0.5038173925641622
159,snv_R557,0.5035466149275547
486,d1snv_R927,0.5017755483645349
150,snv_R531,0.5012837740167382
158,snv_R554,0.5012221208256529
151,snv_R534,0.500818818716408
485,d1snv_R924,0.5006790737883259
157,snv_R551,0.50028408457628
506,d1snv_R988,0.4999905783060409
156,snv_R549,0.49934598607989844
155,snv_R546,0.4991258544304735
152,snv_R537,0.4989709694386439
454,d1snv_R829,0.4987040885384538
153,snv_R540,0.4983594159977036
154,snv_R543,0.4978160407613223
499,d1snv_R967,0.4973025276531165
455,d1snv_R832,0.4949546351475532
493,d1snv_R948,0.49035285218374186
459,d1snv_R844,0.48595329498247836
460,d1snv_R847,0.4859484429149366
456,d1snv_R835,0.47999599600909343
453,d1snv_R826,0.47884655777530605
51,logNBI_p75,0.4747991545098868
461,d1snv_R850,0.47382804527645445
464,d1snv_R859,0.4738136710896494
494,d1snv_R951,0.4737072283451738
458,d1snv_R841,0.4736827116421918
487,d1snv_R930,0.47326039664000563
90,WBI_p25,0.4714437397138065
463,d1snv_R856,0.4710106578355138
489,d1snv_R936,0.470227875254946
387,d1snv_R628,0.4694108699277222
457,d1snv_R838,0.4681241730846498
462,d1snv_R853,0.46531857185378206
452,d1snv_R823,0.46052783370396055
488,d1snv_R933,0.45812741484472597
436,d1snv_R775,0.4570643415375134
451,d1snv_R820,0.45698937758095365
450,d1snv_R817,0.4541889652574233
389,d1snv_R634,0.45331533954540804
441,d1snv_R790,0.449397680328028
498,d1snv_R963,0.4476484411709146
491,d1snv_R942,0.4458662913389127
490,d1snv_R939,0.4404187293856349
492,d1snv_R945,0.43678935370272054
497,d1snv_R960,0.43678015761375055
495,d1snv_R954,0.4363872840808228
448,d1snv_R811,0.43376562738691027
442,d1snv_R793,0.43239134785118033
449,d1snv_R814,0.4275590938883211
440,d1snv_R787,0.4251988298197031
496,d1snv_R957,0.42306867303331064
443,d1snv_R796,0.4220634464341228
88,WBI_mean,0.4201126813238494
447,d1snv_R808,0.41567339214216614
446,d1snv_R805,0.4135361380933508
437,d1snv_R778,0.4133931844552029
439,d1snv_R784,0.4129382772230866
31,NBI_p75,0.41282504288834926
445,d1snv_R802,0.4121511797467183
444,d1snv_R799,0.4114065247108173
438,d1snv_R781,0.39850249694324114
1,R410_std,0.3920346411640964
91,WBI_p75,0.3851624140928893
388,d1snv_R631,0.3803295664766867
