gen,max_r2,avg_r2,min_r2,std_r2,avg_n_features,std_n_features
120,0.5572715660428896,0.5519495012664741,0.49511714600376183,0.011436225936784063,250.27333333333334,1.1366422284762938
121,0.5572715660428896,0.5533177511751303,0.497509856287746,0.011188954456732354,250.28,1.04
122,0.5572715660428896,0.5529245047452792,0.4961266745981609,0.01169124255230563,250.14,1.0394229168149027
123,0.5572715660428896,0.5535912316133182,0.4600858612367899,0.011804712438581668,250.24666666666667,1.070430858216551
124,0.5572715660428896,0.5540613392812614,0.5111156022107426,0.009019435873592644,250.32,1.085172797300043
125,0.5572715660428896,0.5538400570014178,0.507906737386128,0.009245933425762956,250.64,1.0346013725102052
126,0.5572715660428896,0.5532805037896447,0.5035139729304048,0.010563216275346603,250.87333333333333,0.9818123830730369
127,0.5572715660428896,0.5535294047166356,0.48428844547005434,0.01206078315077751,250.96,0.9513499180988384
128,0.5572715660428896,0.5524741594600753,0.4963576838959408,0.012046710664693974,251.0,1.0263202878893767
129,0.5572715660428896,0.5543399370109877,0.49233505488620766,0.010027374823174534,251.02,1.0486181383134663
130,0.5572715660428896,0.5545904107742594,0.5067479946187463,0.00761212870520464,250.99333333333334,1.0676870119822361
131,0.5572715660428896,0.553806227773779,0.49790776938310566,0.01030231107157856,250.96666666666667,1.067187372905475
132,0.5572715660428896,0.5524743288821776,0.4801724757466185,0.012261110798356662,250.83333333333334,1.151327735944703
133,0.5572715660428896,0.5547078305769425,0.49805491129390306,0.008755656828843392,250.88,1.057796451749264
134,0.5572715660428896,0.5518704796561194,0.48840899148552896,0.013340298761457982,251.02,1.1163631428288319
135,0.5572715660428896,0.5524118991250825,0.48646067798637616,0.012394992452288455,250.89333333333335,1.052911307861314
136,0.5572715660428896,0.5541027867662852,0.5046662632419905,0.008968910442187877,251.03333333333333,1.041899973872519
137,0.5572715660428896,0.5522986293350363,0.4869209383595498,0.012530698330841828,250.83333333333334,1.1220021786471222
138,0.5572715660428896,0.5521426034770098,0.4535245096375807,0.01295517072872618,250.76,1.1294836578425265
139,0.5572715660428896,0.5532129732569625,0.4746747715537992,0.012248804257932615,250.78666666666666,1.042987163018904
140,0.5573169201019808,0.5510061982597804,0.48788044542879944,0.01446331316635521,250.82,1.0332473082471592
141,0.5573169201019808,0.554674779253049,0.5145164823436761,0.00797977943396587,250.90666666666667,1.0853366093316652
142,0.5573169201019808,0.5531539896278297,0.48425676687808217,0.010895067870304824,250.86666666666667,1.2631530214330946
143,0.5573169201019808,0.5540280381162296,0.5008477988816249,0.009808868972958795,251.16,1.3118943046856582
144,0.5573169201019808,0.5537417825395096,0.5111210359150327,0.010098798606657449,251.50666666666666,1.299982905870518
145,0.5573169201019808,0.5535811030236144,0.5092729616001376,0.01002563883140561,251.74666666666667,1.3073467617872296
146,0.5573169201019808,0.5530669150653661,0.5122953638034394,0.010085373743151323,251.88,1.154238565750888
147,0.5573169201019808,0.554660139768698,0.51505098112093,0.007772589095445379,252.04666666666665,1.3233123424027886
148,0.5573169201019808,0.5514860692551196,0.4813864484784083,0.014532252868948535,252.11333333333334,1.3142129034351915
149,0.5573169201019808,0.5546238860041101,0.5110967407568816,0.00863297265842884,252.16,1.1666476188921255
150,0.5573169201019808,0.553281273005519,0.4930643677502179,0.010694893646091216,252.28666666666666,1.2454539556143998
